AP,HE,accuracy,aimTime,caliber,corrShotMultiplier,dispersionAngle,dispersionMax,dispersionMin,inst_num,isCluster,isFireAndForget,isHEAT,isKE,isMissile,isNapalm,isRadar,isSEAD,isSmoke,loadType,maxrangeDef,maxrangeGround,maxrangeHeli,maxrangePlane,maxrangeShip,minrangeDef,minrangeGround,minrangeHeli,minrangePlane,minrangeShip,missileAcceleration,missileCorrInterval,missileSpeedMax,muzzleVelocity,name,noiseMalus,radiusDamage,radiusNapalm,radiusSmoke,radiusSuppress,salvoLength,salvoReload,salvoVisAmmo,shotReload,simultShots,stabilizer,supplyPerShot,suppress,typeArme
,3,0.3,0.2,90mm,,0.57,,,121963,,,,,,,,,,,,2275,,,2275,,700,,,700,,,,2307.69,BRM-90,1.38,33.94,,,112.02,14,5,14,0.3,2,0.2,280,207,Rocket Pod
,0.5,0.2,1,7.62mm,,0.57,,,78766,,,,,,,,,,,,875,525,,875,,,,,,,,,3461.54,L37A1,1.762,3,,,10,10,2,100,0.8,1,0.1,10,55,MMG
17,1,0.6,,90mm HEAT,,0.86,,,124042,,,true,,,,,,,,,700,,,700,,,,,,,,,769.23,C-90-CR,2.66,2.5,,,207.5,1,3,1,1,1,0.05,20,336,LAW
,1,0.4,0.4,20mm,,1.15,,,87312,,,,,,,,,,,,2100,1575,2800,2100,,,,,,,,,5769.23,M61A1 Vulcan,1.4,30,,,100,10,1,188,0.2,1,0.4,47,92,Autocannon
,11,0.2,,250kg,,0.57,,,123805,,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,FAB 250,6,120,,,210,10,5,10,0.2,2,0.2,1875,600,HE Bomb
,,,4,81mm,,0.06,175,175,78772,,,,,,,,,true,,,4900,,,4900,,490,,,490,,,,692.31,L16A2,1.54,40.5,,100,121.5,10,4,10,2,1,,100,,Mortar
26,1,0.5,,Infrared,,0.57,,,87758,,true,true,,true,,,,,,,3325,,,3325,,700,,,700,2000,10,4000,2000,AGM-65G2 Maverick,2,5,,,400,2,2,2,0.4,1,0.5,1372,150,AGM
,20,0.5,,Cruise,,0.57,,,123647,False,,,,,,,,,,,630,,,630,,,,,,,,,865.38,Storm Shadow,1.4,325,,,650,1,15,1,0.4,1,0.5,1100,600,Cruise missile
,1,0.1,1,14.5mm,,0.57,,,78421,,,,,,,,,,,,1400,1750,,1400,,,,,,,,,3461.54,ZPTU-2,1.29,5.5,,,18.5,12,5,80,0.4,1,0.05,20,110,MMG
23,1,0.65,2,SALH,,0.63,,,81948,,,true,,true,,,,,,,2625,,,2625,,175,,,175,1000,1.2,1400,1000,LAHAT,2,5,,,400,1,6,1,1,1,0.55,191,150,ATGM
,3,0.7,1.4,120mm,,0.29,,,122685,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,GIAT 120 [Auto],2.2,45,,,150,40,5,40,5,1,0.6,1000,138,Main Gun
,1,0.2,1.4,23mm,,0.11,,,85122,,,,,,,,,,,,1575,1575,1400,1575,,,,,,,,,3461.54,AZP-23 Amur,4.92,9,,,67.5,15,5,300,0.2,1,0.05,300,92,Anti-Aircraft Autocannon
,1,0.8,0.2,5.56mm,,0.57,,,123254,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,K2C1,1.556,2.5,,,10,8,3,80,1.5,1,0.8,8,40,Assault Rifles
,0.5,0.4,1.5,5.45mm,,0.57,,,81977,,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,RPK-74M,2.25,2.5,,,50,5,2,45,0.8,1,0.2,5,40,SAW
12,1,0.4,1,115mm,,0.29,,,79280,,,,true,,,,,,,,1925,,,1925,,,,,,,,,3461.54,2A20,2.15,2.5,,,287.5,1,9.5,1,1,1,0.2,25,133,Main Gun
23,1,0.6,2,SALH,,0.74,,,121567,,,true,,true,,,,,,,2625,,,2625,,175,,,175,1000,1.5,1200,1000,GP-125,2,5,,,400,1,6,1,1,1,0.5,173,150,ATGM
,1.5,0.2,1,40mm,,0.11,,,81346,,,,,,,,,,,,1400,1400,1225,1400,,,,,,,,,3461.54,M2A1,5.6,15,,,80,4,1.6,30,1.6,1,0.05,30,160,Anti-Aircraft Autocannon
30,1,0.2,1.6,370mm HEAT,,0.29,,,123446,,,true,,,,,,,,,2450,,,2450,,,,,,,,,3461.54,Juche-po,2.52,2.5,,,380,3,90,3,5,1,0.05,425,446,Main Gun
,0.5,0.2,1,7.62mm,,0.57,,,77717,,,,,,,,,,,,875,525,,875,,,,,,,,,3461.54,NF-1,1.762,3,,,10,10,2,100,0.8,1,0.1,10,55,MMG
,7,,15,152mm,,0.06,227,227,77517,,,,,,,,,,,,19250,,,19250,,1925,,,1925,,,,1057.69,2A33 [15s],2.01,152,,,304,10,30,10,7,1,,338,350,Howitzer
,1,0.6,0.2,35mm Radar,,0.11,,,79693,,,,,,,true,,,,,,2800,2625,,,,,,,,,,3461.54,Twin GDF-001,5.4,13.5,,,76.5,92,15,680,0.4,1,0.3,680,140,Anti-Aircraft Autocannon
2,1,0.5,1,25mm,,0.57,,,77919,,,,true,,,,,,,,1750,,,1750,,,,,,,,,3461.54,M242 Bushmaster I,1.5,9.5,,,31.5,2,1.8,15,1.6,1,0.25,15,50,Autocannon
,,,5,155mm,,0.06,210,210,78748,,,,,,,,,true,,,33950,,,33950,,3395,,,3395,,,,1057.69,155mm/52 [10s],2.03,155,,175,310,6,15,6,6,1,,505,,Howitzer
,1,0.15,1,20mm,,0.57,,,86809,,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,M621,1.4,7.5,,,25,2,1,15,0.6,1,0.05,15,40,Autocannon
,,,4,120mm,,0.06,175,175,83459,,,,,,,,,true,,,7700,,,7700,,770,,,770,,,,826.92,HM-16,1.8,60,,150,180,6,4,6,4,1,,105,,Mortar
21,1,0.65,1,120mm,,0.29,,,123516,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,KM256,2.2,2.5,,,300,1,6.6,1,1,1,0.55,25,138,Main Gun
,1.5,0.15,0.2,57mm,,0.57,,,86130,,,,,,,,,,,,2100,,,2100,,700,,,700,,,,2307.69,S-5M,1.38,21.5,,,71.5,16,4,16,0.2,2,0.05,77,132,Rocket Pod
18,1,0.65,1,105mm,,0.29,,,122969,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,M35,2.05,2.5,,,262.5,1,6,1,1,1,0.55,20,121,Main Gun
19,1,0.6,,84mm HEAT,,0.86,,,83469,,,true,,,,,,,,,875,,,875,,,,,,,,,769.23,B-300,2.66,2.5,,,207.5,1,6,1,1,1,0.05,10,336,LAW
,0.5,0.2,2,7.62mm,,0.57,,,82796,,,,,,,,,,,,875,595,,875,,87,,,87,,,,3461.54,M60,2.25,3,,,50,10,5,100,1,1,0.05,10,55,LMG
,1,0.45,0.2,30mm,,1.15,,,88536,,,,,,,,,,,,2100,1575,2800,2100,,,,,,,,,5769.23,GSh-30-1,1.6,11.5,,,37.5,10,2,25,0.4,1,0.45,50,60,Autocannon
17,1,0.5,,83mm HEAT,,0.86,,,79575,,,true,,,,,,,,,700,,,700,,,,,,,,,769.23,RPG-7-AT-1 Fath,2.66,2.5,,,207.5,1,6,1,1,1,0.5,20,332,LAW
1,1,0.1,1,14.5mm,,0.57,,,123318,,,,true,,,,,,,,1400,,,1400,,,,,,,,,3461.54,Twin KPVT,1.29,5.5,,,18.5,12,5,80,0.4,1,0.05,40,40,HMG
19,1,0.55,1,125mm,,0.29,,,123093,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46,2.25,2.5,,,312.5,1,6.6,1,1,1,0.4,25,144,Main Gun
,5,,6,120mm,,0.06,105,105,121297,,,,,,,,,,,,8400,,,8400,,840,,,840,,,,826.92,M327 Dragon Fire II,1.8,60,,,180,3,10,3,4,1,,105,265,Mortar
,7,,10,152mm,,0.06,140,140,121499,,,,,,,,,,,,41300,,,41300,,4130,,,4130,,,,1057.69,2A88 [10s],2.01,152,,,304,5,30,5,4,1,,426,350,Howitzer
,7,,15,110mm,1,0.06,700,175,80590,,,,,,,,,,,,17500,,,17500,,3500,,,3500,,,,1057.69,SF2 [15s],1.73,66,,,330,18,72,18,0.2,1,,432,266,MLRS
,1,0.5,0.2,30mm Radar,,0.11,,,77457,,,,,,,true,,,,,,2800,2625,,,,,,,,,,3461.54,Twin 2A38M,5.2,11.5,,,72.5,30,5,500,0.2,1,0.35,500,120,Anti-Aircraft Autocannon
,1,0.45,0.6,5.56mm,,0.57,,,121778,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,G36KA4,1.556,2.5,,,10,6,4.5,60,2,1,0.3,6,40,Assault Rifles
,,,5,155mm,,0.06,210,210,123799,,,,,,,,,true,,,36050,,,36050,,3605,,,3605,,,,1057.69,155 FH-77 BW L/52 [10s],2.03,155,,175,310,3,15,3,6,1,,253,,Howitzer
,9,0.5,0.2,Radar,,0.57,,,81524,,,,,true,,true,,,,,,3325,3500,,,,665,,,1250,10,15000,1250,MIM-23E I-Hawk PIP III,2,315,,,630,3,25,3,1,1,0.5,513,360,SAM
16,1,0.5,1,155mm,,0.29,,,123451,,,true,,,,,,,,,1925,,,1925,,,,,,,,,3461.54,Type 107,2.52,2.5,,,380,1,6,1,1,1,0.4,30,178,Main Gun
26,1,0.7,,MMW,,1.72,,,121253,,true,true,,true,,,,,,,2800,,,2800,,175,,,175,700,1.2,1400,700,AGM-179 JAGM,2,5,,,400,2,4,2,0.6,1,0.5,728,150,ATGM
,1,0.4,0.2,9mm,,0.57,,,77868,,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,MP5SDA3,1,3.5,,,10,8,2,80,1,1,0.4,8,36,SMG
,5,,8,120mm,,0.06,140,140,121300,,,,,,,,,,,,7700,,,7700,,770,,,770,,,,826.92,M121,1.8,60,,,180,3,12,3,4,1,,105,265,Mortar
,1,0.3,1,5.56mm,,0.57,,,82794,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,K2C1,1.556,2.5,,,10,4,6,40,3,1,0.2,4,40,Assault Rifles
2,1,0.15,1,23mm,,0.57,,,82201,,,,true,,,,,,,,1575,,,1575,,,,,,,,,3461.54,NS-23,1.46,8.5,,,29,2,1.2,15,0.8,1,0.05,15,46,Autocannon
23,1,0.7,1,125mm,,0.29,,,84562,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,ZPT-98 [Auto],2.25,2.5,,,312.5,42,6,42,6,1,0.65,1050,144,Main Gun
10,1,0.45,1,105mm,,0.29,,,79018,,,,true,,,,,,,,2100,,,2100,,,,,,,,,3461.54,M68,2.05,2.5,,,262.5,1,6,1,1,1,0.25,20,121,Main Gun
,11,0.3,,250kg,,0.57,,,88564,,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,FAB 250,6,120,,,210,2,5,2,0.2,1,0.3,1000,600,HE Bomb
21,1,0.7,1,120mm,,0.29,,,80218,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,KM256,2.2,2.5,,,300,1,6.6,1,1,1,0.65,25,138,Main Gun
,1,0.6,0.2,5.56mm,,0.57,,,123234,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,SCAR-L,1.556,2.5,,,10,8,3,80,1.3,1,0.4,8,40,Assault Rifles
3,1,0.4,0.4,25mm,,1.15,,,120561,,,true,,,,,,,,,2450,,,2450,,,,,,,,,5769.23,GAU-12/A Equalizer,1.5,40,,,125,10,2,390,0.2,1,0.4,56,115,Autocannon
,1,0.2,1,23mm,,0.57,,,81783,,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,AZP-23,1.46,8.5,,,29,2,1.2,40,0.8,1,0.1,100,46,Autocannon
,3,0.55,1.4,115mm,,0.29,,,123147,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A20,2.15,43.5,,,144,1,7.5,1,1,1,0.4,25,133,Main Gun
,3,0.45,1.4,100mm,,0.57,,,78236,,,,,,,,,,,,2450,,,2450,,,,,,,,,2692.31,2A70 [Auto],2,37.5,,,125,23,6,23,6,1,0.25,460,115,Main Gun
,5,0.3,0.2,127mm,,1.15,,,87142,,,,,,,,,,,,2450,,,2450,,700,,,700,,,,2307.69,Mk.24 Zuni,1.846667,48,,,159,16,0.2,16,0.2,8,0.3,600,293,Rocket Pod
30,1,0.5,,TV-guided,,0.57,,,88890,,true,true,,true,,,,,,,3150,,,3150,,700,,,700,2000,10,4000,2000,Kh-29D,2,5,,,400,2,2,2,0.4,1,0.5,1583,150,AGM
,15,0.1,,500kg,,1.15,,,88292,,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,FAB 500,6,187.5,,,300,14,5,14,0.2,7,0.1,4500,600,HE Bomb
,4,0.5,0.2,Infrared,,0.57,,,122150,,true,,,true,,,,,,,,2275,3850,,,,420,700,,2000,10,9000,2000,R-73,2,140,,,280,1,2,1,2,1,0.5,500,160,AAM
8,1,0.4,1,90mm,,0.29,,,80379,,,,true,,,,,,,,1925,,,1925,,,,,,,,,3461.54,M41,1.9,2.5,,,225,1,7.5,1,1,1,0.05,15,104,Main Gun
,5,0.6,0.2,Radar,,0.57,,,121874,,true,,,true,,true,,,,,,,8400,,,,,700,,1500,10,20000,1500,PL-15,2,175,,,350,1,2,1,2,1,0.6,1000,200,AAM
,1,0.45,0.6,7.62mm,,0.57,,,80443,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,KL-103,1.762,3,,,10,6,4.5,60,2.2,1,0.23,6,40,Assault Rifles
10,1,,20,MMW,,0.06,14,14,121838,true,,true,,,,,,,,,36050,,,36050,,3605,,,3605,,,,1057.69,SMArt 155 [20s],2.35,250,,,406,2,240,2,10,1,,1100,467,Howitzer
30,1,0.7,,Antiradar,,0.57,,,121872,,true,true,,true,,,true,,,,5600,,,5600,,875,,,875,2000,10,15000,2000,YJ-12 ARM,2,5,,,10,1,2.4,1,0.4,1,0.7,3500,150,Anti-Radar
23,1,0.7,1,120mm,,0.29,,,123520,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,CN-08 [Auto],2.2,2.5,,,300,40,6,40,6,1,0.65,1000,138,Main Gun
22,1,0.7,1,120mm,,0.29,,,79185,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,L30,2.2,2.5,,,300,1,7.5,1,1,1,0.65,25,138,Main Gun
,1,0.4,1,5.8mm,,0.57,,,78875,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,QBZ-95,1.58,3,,,10,4,6,40,3,1,0.4,4,40,Assault Rifles
,4,0.4,1.4,120mm,,0.29,,,79254,,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,L11A5,2.2,45,,,150,1,8.5,1,1,1,0.3,25,138,Main Gun
,5,0.6,1,Infrared,,0.57,,,123617,,true,,,true,,,,,,,,2625,2100,,,,,,,2000,10,9000,2000,KP-SAM,2,175,,,350,4,10,4,2,1,0.6,268,200,SAM
,,,7.5,155mm,,0.06,280,280,80290,,,,,,,,,true,,,32025,,,32025,,3202,,,3202,,,,1057.69,M185 [15s],2.03,155,,175,310,6,15,6,7,1,,240,,Howitzer
,5,0.4,0.2,SemAct radar,,0.57,,,88995,,,,,true,,true,,,,,,2275,4900,,,,420,700,,1000,10,15000,1000,Super 530 D,2,175,,,350,1,0.2,1,0.2,1,0.4,700,200,AAM
,5,0.65,0.2,Infrared,,0.57,,,121709,,true,,,true,,,,,,,,2275,4900,,,,420,700,,2000,10,9000,2000,R-74M,2,175,,,350,1,2,1,2,1,0.65,600,200,AAM
,1,0.6,0.2,5.56mm,,0.57,,,123252,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,K2C1,1.556,2.5,,,10,8,3,80,1.5,1,0.4,8,40,Assault Rifles
,1,0.6,0.2,5.8mm,,0.57,,,121611,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,QTS-11 (Rifle),1.473,2.5,,,10,8,3,80,1.3,1,0.4,8,40,Assault Rifles
24,1,0.55,1,SACLOS,,1.43,,,121430,,,true,,true,,,,,,,1575,,,1575,,175,,,175,500,1.7,750,500,9K115-2 Metis-M1,3,5,,,400,1,5,1,1,1,0.1,107,150,ATGM
20,1,0.7,1,125mm,,0.29,,,121555,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,ZPT-98 [Auto],2.25,2.5,,,312.5,42,7.5,42,7.5,1,0.55,1050,144,Main Gun
,7,0.7,0.2,Radar,,0.57,,,120752,,,,,true,,true,,,,,,3150,3325,,,,630,,,1500,10,12500,1500,9M338,2,245,,,490,16,40,16,0.2,1,0.5,2240,280,SAM
,3,0.3,0.2,68mm,,0.57,,,123645,,,,,,,,,,,,2450,,,2450,,700,,,700,,,,2307.69,CRV7 HEPD,1.453333,26.5,,,87.5,38,1,38,0.2,19,0.3,700,161,Rocket Pod
22,1,0.55,,110mm HEAT,,0.86,,,122973,,,true,,,,,,,,,700,,,700,,,,,,,,,769.23,PzF 3-T,3.2,2.5,,,275,1,6,1,1,1,0.05,20,440,LAW
,5,0.6,,170mm,,1.72,,,122788,,true,,,true,,,,,,,,2625,,,,175,,,175,2000,10,9000,2000,Hermes-A,2,63.75,,,212.5,2,2.7,2,1.3,1,0.5,300,391,ATGM
,4,0.7,1.4,120mm,,0.29,,,79186,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,L30,2.2,45,,,150,1,7.5,1,1,1,0.65,25,138,Main Gun
,6,,10,122mm,,0.06,175,175,120555,,,,,,,,,,,,25550,,,25550,,2555,,,2555,,,,1057.69,Type 83 [10s],2.01,122,,,244,5,30,5,6,1,,185,281,Howitzer
,3,0.4,1.4,90mm,,0.29,,,81302,,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,M3,1.9,34,,,112.5,1,7.5,1,1,1,0.05,15,104,Main Gun
,0.5,0.5,1.5,7.62mm,,0.57,,,78869,,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,QBB-95,2.25,3,,,50,8,3,75,0.8,1,0.3,8,40,SAW
,15,0.5,0.2,GPS-guided,,0.57,,,122600,,true,,,true,,,,,,,3675,,,3675,,1400,,,1400,1000,10,750,1000,AASM/D,2,187.5,,,375,2,1,2,1,1,0.5,3000,600,Laser Guided HE Bomb
,4,0.7,1.4,125mm,,0.29,,,121734,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A82-1M [Auto],2.25,47,,,156.5,30,6,30,6,1,0.7,750,144,Main Gun
27,1,0.6,,SACLOS,,1.72,,,122187,,,true,,true,,,,,,,2450,,,2450,,175,,,175,750,1.7,900,500,HOT 3,2,5,,,400,1,5,1,1,1,0.5,189,150,ATGM
,7,0.65,1,SACLOS,,0.57,,,77458,,,,,true,,,,,,,,3325,2625,,,,,,,2000,10,9000,2000,57E6,2,245,,,490,12,20,12,1,1,0.5,1428,280,SAM
18,1,0.55,1,125mm,,0.29,,,80509,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46M [Auto],2.25,2.5,,,312.5,28,7.5,28,7.5,1,0.4,700,144,Main Gun
,1,0.15,1,14.5mm,,0.57,,,78068,,,,,,,,,,,,1225,1050,,1225,,,,,,,,,3461.54,KPVT,1.29,5.5,,,18.5,6,2,40,0.8,1,0.05,20,110,HMG
,1,0.2,1,20mm,,0.57,,,77645,,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,M693 F1,1.4,7.5,,,25,2,0.8,15,0.4,1,0.1,15,40,Autocannon
,3,0.6,1.4,105mm,,0.29,,,77761,,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,D921/GIAT F1,2.05,39.5,,,131.5,1,6.6,1,1,1,0.05,20,121,Main Gun
,3,0.65,1.4,120mm,,0.29,,,123518,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,KM256,2.2,45,,,150,1,6.6,1,1,1,0.55,25,138,Main Gun
,0.5,0.5,2,5.56mm,,0.57,,,121809,,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,MG4,2.25,2.5,,,50,20,5,200,0.8,1,0.3,20,40,SAW
26,1,0.6,,Infrared,,0.63,,,124154,,true,true,,true,,,,,,,2625,,,2625,,175,,,175,700,1.2,1400,700,Dhruvastra,2,5,,,400,1,2,1,3,1,0.5,261,150,ATGM
,1,0.45,0.4,30mm,,1.15,,,88550,,,,,,,,,,,,2100,1575,2800,2100,,,,,,,,,5769.23,GIAT 30/719B,1.6,11.5,,,37.5,10,2,25,0.4,1,0.45,50,60,Autocannon
,2,0.15,1,40mm Frag,,0.86,,,82831,,,,,,,,,,,,1225,,,1225,,52,,,52,,,,769.23,K4,2.25,40,,,90,11,8,30,0.8,1,0.1,80,80,Grenade Launcher
,1,0.45,0.6,7.62mm,,0.57,,,82514,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,AK-203,1.762,3,,,10,6,4.5,60,2.2,1,0.23,6,40,Assault Rifles
,15,0.5,0.2,GPS-guided,,0.57,,,87427,,true,,,true,,,,,,,3500,,,3500,,1400,,,1400,1000,10,750,1000,GBU-16 Paveway II,2,187.5,,,375,2,1,2,1,1,0.5,3000,600,Laser Guided HE Bomb
16,1,0.7,2,SALH,,0.63,,,124001,true,,true,,true,,,,,,,2975,,,2975,,175,,,175,1000,10,1400,1000,Spike NLOS,2,5,,,400,6,20,6,1,1,0.6,1148,150,ATGM
,1,0.2,1,23mm,,0.57,,,87059,,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,Twin Type 23,1.46,8.5,,,29,4,0.6,30,0.4,1,0.05,30,46,Anti-Aircraft Autocannon
1,1,0.2,1,14.5mm,,0.57,,,78463,,,,true,,,,,,,,1400,,,1400,,,,,,,,,3461.54,KPVT,1.29,5.5,,,18.5,6,2,40,0.8,1,0.1,20,40,HMG
,3,0.65,1.4,105mm,,0.29,,,123502,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,KM68A1,2.05,39.5,,,131.5,1,6,1,1,1,0.55,20,121,Main Gun
,,,5,122mm,1,0.06,700,175,121175,,,,,,,,,true,,,17500,,,17500,,3500,,,3500,,,,1057.69,SR-5 [10s],1.81,73,,150,365,40,80,40,0.5,1,,400,,MLRS
14,1,0.6,1,120mm,,0.29,,,122691,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,GIAT 120 [Auto],2.2,2.5,,,300,40,5,40,5,1,0.5,1000,138,Main Gun
,15,0.2,,500kg,,0.57,,,88248,,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,MC / GP Mk.10,6,187.5,,,300,4,5,4,0.2,2,0.2,2000,600,HE Bomb
2,1,0.25,1,20mm,,0.57,,,81860,,,,true,,,,,,,,1575,,,1575,,,,,,,,,3461.54,Rh 202,1.4,7.5,,,25,2,0.8,15,0.4,1,0.15,15,40,Autocannon
,9,0.5,0.2,Radar,,0.57,,,122462,,,,,true,,true,,,,,,2800,4200,,,,560,,,2000,10,15000,2000,Sayyad-2C,2,315,,,630,3,25,3,1,1,0.5,402,360,SAM
,3,0.25,1,76mm,,0.29,,,85529,,,,,,,,,,,2450,3150,2450,1925,3150,,,,,,,,,2692.31,H/PJ-26,1.76,57,,,95,30,20,30,0.4,1,0.25,450,44,Naval Gun
,7,,15,Laser-guided,0.05,0.06,140,140,121501,,,,,,,,,,,,41300,,,41300,,4130,,,4130,,,,1057.69,2K25 Krasnopol [15s],2.01,152,,,304,5,120,5,4,1,,595,350,Howitzer
30,1,0.5,,SALH,,0.57,,,89369,,,true,,true,,,,,,,2975,,,2975,,700,,,700,2000,10,4000,2000,Kh-29L,2,5,,,400,1,1,1,1,1,0.5,675,150,AGM
,10,0.5,0.2,GPS-guided,,0.57,,,123020,,true,,,true,,,,,,,3675,,,3675,,1400,,,1400,1000,10,750,1000,KGGB,2,112.5,,,225,4,1,4,0.6,1,0.5,4000,600,Laser Guided HE Bomb
24,1,0.5,2,SACLOS,,1.15,,,77968,,,true,,true,,,,,,,2450,,,2450,,175,,,175,500,2.1,750,500,MILAN ER,2,5,,,400,1,5,1,1,1,0.05,140,150,ATGM
,,,17,203mm,,0.06,140,140,77534,,,,,,,,,true,,,42000,,,42000,,4200,,,4200,,,,1057.69,2A44 [35s],2.35,203,,250,406,7,15,7,15,1,,793,,Howitzer
12,1,0.35,1,106mm HEAT,,0.57,,,80205,,,true,,,,,,,,,1750,,,1750,,,,,,,,,3461.54,M40 RR,2.06,2.5,,,265,1,8,1,1,1,0.05,20,122,Recoilless Rifle
26,1,0.5,,SALH,,0.57,,,89460,,,true,,true,,,,,,,3150,,,3150,,175,,,175,2000,10,4000,2000,9A1472 Vikhr-1,2,5,,,400,1,0.2,1,,1,0.5,585,150,ATGM
21,1,0.55,1,125mm,,0.29,,,123080,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46,2.25,2.5,,,312.5,1,6.6,1,1,1,0.4,25,144,Main Gun
,1,0.8,0.2,5.56mm,,0.57,,,124076,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,HK416F,1,2.5,,,10,8,3,80,1.3,1,0.8,8,40,Assault Rifles
,3,0.5,1.4,85mm,,0.29,,,84404,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,T62-85TC,1.85,32,,,106.5,1,7.5,1,1,1,0.35,15,98,Main Gun
,1,0.3,0.4,9mm,,0.57,,,84988,,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,Škorpion,1.9,3.5,,,10,6,3,60,1.5,1,0.3,6,36,SMG
22,1,0.75,1,120mm,,0.29,,,80692,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,GIAT 120 [Auto],2.2,2.5,,,300,22,5,22,5,1,0.7,550,138,Main Gun
12,1,0.4,1,125mm,,0.29,,,123936,,,,true,,,,,,,,2100,,,2100,,,,,,,,,3461.54,2A46 [Auto],2.25,2.5,,,312.5,28,7.5,28,7.5,1,0.2,700,144,Main Gun
,3,0.6,1.4,105mm,,0.29,,,81488,,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,M68A1,2.05,39.5,,,131.5,1,5.5,1,1,1,0.5,20,121,Main Gun
,3,0.7,1.4,120mm,,0.29,,,82422,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,BWK120 [Auto],2.2,45,,,150,30,6,30,6,1,0.05,750,138,Main Gun
,4,0.6,1.4,125mm,,0.29,,,121561,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,ZPT-98 [Auto],2.25,47,,,156.5,42,7.5,42,7.5,1,0.55,1050,144,Main Gun
18,1,0.7,,84mm HEAT,,0.86,,,124034,,,true,,,,,,,,,875,,,875,,,,,,,,,769.23,Carl Gustav M3 [SMK],2.68,2.5,,,210,1,4,1,1,1,0.05,20,336,LAW
,1,0.2,0.4,30mm,,1.15,,,87177,,,,,,,,,,,,2100,1575,1750,2100,,,,,,,,,5769.23,Twin Type 30-I,1.6,17.5,,,112.5,15,1,40,0.2,1,0.2,41,104,Autocannon
,0.5,0.4,1.5,7.62mm,,0.57,,,123213,,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,Type 64,2.25,3,,,50,8,4,80,0.8,1,0.2,8,40,SAW
,4,0.55,1.4,125mm,,0.29,,,80510,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A46M [Auto],2.25,47,,,156.5,28,7.5,28,7.5,1,0.4,700,144,Main Gun
,0.5,0.5,2,5.56mm,,0.57,,,123232,,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,K3 Para,2.25,2.5,,,50,20,5,200,0.8,1,0.3,20,40,SAW
5,1,0.3,1,85mm,,0.29,,,83764,,,,true,,,,,,,,1750,,,1750,,,,,,,,,3461.54,S-53,1.85,2.5,,,212.5,1,8.5,1,1,1,0.1,15,100,Main Gun
