AP,HE,accuracy,aimTime,caliber,corrShotMultiplier,dispersionAngle,dispersionMax,dispersionMin,inst_num,isCluster,isFireAndForget,isKEorHEAT,isMissile,isNapalm,isRadar,isSEAD,isSmoke,loadType,maxrangeDef,maxrangeGround,maxrangeHeli,maxrangePlane,maxrangeShip,minrangeDef,minrangeGround,minrangeHeli,minrangePlane,minrangeShip,missileAcceleration,missileCorrInterval,missileSpeedMax,muzzleVelocity,name,noiseMalus,radiusDamage,radiusNapalm,radiusSmoke,radiusSuppress,salvoLength,salvoReload,salvoVisAmmo,shotReload,simultShots,stabilizer,supplyPerShot,suppress,typeArme
,,,12,122mm,,0.06,280,280,81270,,,,,,,,true,,,15050,,,15050,,1505,,,1505,,,,826.92,2A18,1.81,122,,150,244,12,15,12,10,1,,350,,Howitzer
,3,0.45,1.4,90mm,,0.29,,,83287,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,Cockerill Mk.3,1.9,34,,,112.5,1,8,1,1,1,,15,104,Main Gun
,3,,4,82mm,,0.06,105,105,85889,,,,,,,,,,,4900,,,4900,,490,,,490,,,,692.31,M37,1.55,41,,,123,5,8,5,2,1,,120,189,Mortar
,1,0.3,0.6,9mm PB,,0.57,,,86699,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,Sterling,1.9,3.5,,,10,6,3,60,1.5,1,0.3,6,30,SMG
2,1,0.2,1,20mm,,0.57,,,89859,,,KE,,,,,,,,1575,,,1575,,,,,,,,,3461.54,M197 Vulcan,1.4,7.5,,,25,6,0.6,50,0.4,1,0.1,45,40,Gatling Gun
,,,5,88mm,,0.06,210,210,87594,,,,,,,,true,,,12250,,,12250,,1120,,,1120,,,,1057.69,QF 25-pdr,1.6,100,,100,175,6,15,6,6,1,,180,,Howitzer
15,1,0.6,1,100mm,,0.57,,,87927,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,D-10T,2,2.5,,,250,1,7.5,1,1,1,0.3,20,115,Main Gun
,5,0.5,1,SACLOS,,0.57,,,88442,,,,true,,,,,,,,2800,2275,,,,,,,2000,10,9000,2000,Rapier,2,175,,,350,8,20,8,1,1,0.5,580,200,SAM
,4,0.3,0.2,127mm,,1.15,,,92413,,,,,,,,,,,2450,,,2450,,700,,,700,,,,2307.69,Mk.24 Zuni,1.846667,48,,,159,8,0.2,8,0.2,4,0.3,300,293,Rocket Pod
,0.5,0.4,2,5.56mm,,0.57,,,81601,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,Minimi,2.25,2.5,,,50,20,5,200,0.8,1,0.2,20,40,SAW
,1,0.6,0.6,5.56mm,,0.57,,,83842,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,AR 70/90,1.556,2.5,,,10,6,4.5,60,2.2,1,0.6,6,40,Assault Rifles
,7,0.5,1,SACLOS,,0.57,,,81239,,,,true,,,,,,,,2975,2450,,,,,,,2000,10,9000,2000,9M311,2,245,,,490,8,20,8,1,1,0.5,868,280,SAM
18,1,0.6,,84mm HEAT,,0.86,,,81353,,,HEAT,,,,,,,,700,,,700,,,,,,,,,769.23,Carl Gustav M2,2.68,2.5,,,210,1,6,1,1,1,0.05,20,336,LAW
16,1,0.2,1,155mm,,0.29,,,81719,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,L31,2.55,2.5,,,387.5,1,7.5,1,1,1,0.05,30,179,Main Gun
,1,0.4,1,9mm PB,,0.57,,,82464,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Uzi,1.9,3.5,,,10,4,4,40,2,1,0.2,4,30,SMG
,4,0.3,0.2,Infrared,,0.57,,,92681,,true,,true,,,,,,,,2100,3500,,,,420,700,,2000,10,9000,2000,PL-2,2,140,,,280,1,2,1,2,1,0.3,400,160,AAM
25,1,0.7,2,SACLOS,,0.97,,,84318,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,750,1.9,900,750,TOW 2,2,5,,,400,1,5,1,1,1,0.5,219,150,ATGM
,0.5,0.4,2,7.62mm,,0.57,,,83161,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,RPK,2.25,3,,,50,8,4,80,0.8,1,0.2,8,40,SAW
23,1,0.5,2,SACLOS,,1.15,,,84461,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,500,2.3,750,500,Konkurs-M,2,5,,,400,1,5,1,1,1,0.25,144,150,ATGM
,5,0.6,0.2,Radar,,0.57,,,91728,,true,,true,,true,,,,,,,7700,,,,,700,,1500,10,20000,1500,AIM-120A AMRAAM,2,175,,,350,1,2,1,2,1,0.6,1000,200,AAM
,6,0.5,0.2,SemAct radar,,0.57,,,93594,,,,true,,true,,,,,,,7700,,,,,700,,1000,10,15000,1000,Rb 71,2,210,,,420,1,0.2,1,0.2,1,0.5,700,240,AAM
1,1,0.1,1,14.5mm,,0.57,,,81874,,,KE,,,,,,,,1400,,,1400,,,,,,,,,3461.54,KPVT,1.29,5.5,,,18.5,6,3,40,0.8,1,0.05,20,40,HMG
,3,0.6,1.4,105mm,,0.29,,,84769,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,L7A3,2.05,39.5,,,131.5,1,6,1,1,1,0.45,20,121,Main Gun
,7,,30,155mm,,0.06,210,210,84988,,,,,,,,,,,24500,,,24500,,2450,,,2450,,,,1057.69,FH155,2.03,155,,,310,6,30,6,10,1,,290,357,Howitzer
,3,0.4,1.4,100mm,,0.57,,,82900,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,T69-II,2,37.5,,,125,1,7.5,1,1,1,0.15,20,115,Main Gun
,4,0.4,1,Infrared,,0.57,,,90315,,true,,true,,,,,,,,2450,1960,,,,,,,2000,10,9000,2000,Igla-1,2,140,,,280,2,6,2,2,1,0.4,100,160,SAM
,15,,20,290mm,1,0.06,280,140,85797,,,,,,,,,,,25200,,,25200,,5040,,,5040,,,,1057.69,NURS,2.93,174,,,870,4,120,4,2,1,,500,635,MLRS
,,,15,155mm,,0.06,280,280,84303,,,,,,,,true,,,18200,,,18200,,1820,,,1820,,,,1057.69,M185,2.03,155,,175,310,6,15,6,10,1,,240,,Howitzer
6,1,0.3,,245kg,,0.57,,,91334,true,,HEAT,,,,,,,,3500,,,3500,,,,,,,,,576.92,Mk 20 Rockeye II,6,225,,,250,2,5,2,0.2,1,0.3,1500,300,AT Cluster Bomb
16,1,0.5,1,125mm,,0.29,,,88214,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46M,2.25,2.5,,,312.5,24,6.6,24,6.6,1,0.35,600,144,Main Gun
,1,0.3,0.4,30mm,,1.15,,,92539,,,,,,,,,,,2100,1575,2275,2100,,,,,,,,,5769.23,ADEN 30,1.6,11.5,,,37.5,10,1,25,0.4,1,0.3,25,60,Autocannon
,1,0.45,0.6,5.56mm,,0.57,,,86681,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,Vektor R4,1.556,2.5,,,10,6,4.5,60,2.2,1,0.3,6,40,Assault Rifles
,7,,30,152mm,,0.06,350,350,88390,,,,,,,,,,,12250,,,12250,,1225,,,1225,,,,1057.69,D-1,2.01,152,,,304,10,30,10,12,1,,250,350,Howitzer
10,1,0.4,1,105mm,,0.29,,,81448,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,FL12,2.05,2.5,,,262.5,12,20,12,3,1,0.05,180,121,Main Gun
,3,0.6,1.4,105mm,,0.29,,,85597,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,M68A1,2.05,39.5,,,131.5,1,6,1,1,1,0.4,20,121,Main Gun
,0.75,0.2,1,12.7mm,,0.57,,,90287,,,,,,,,,,,1225,1225,,1225,,,,,,,,,3461.54,M2 Browning,1.254,5,,,16,20,2,200,0.4,1,0.1,40,90,MMG
,2,0.45,1,73mm,,0.86,,,86191,,,,,,,,,,,1225,,,1225,,,,,,,,,2692.31,Type 56 RR,1.75,28.5,,,94,1,6,1,1,1,0.05,20,50,LAW
,3,0.25,1,76mm,,0.29,,,89611,,,,,,,,,,2800,3150,2100,1400,3150,,,,,,,,,2692.31,OTO Melara,1.76,57,,,95,16,12,16,0.6,1,0.25,240,44,Naval Gun
,10,0.25,,227kg,,0.57,,,91380,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,Mk 82,6,112.5,,,191,4,5,4,0.2,2,0.25,1250,600,HE Bomb
,1,0.3,1.4,Cal. 45,,0.57,,,88337,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Automat M-1,2.143,3.5,,,10,3,6,30,3,1,0.15,3,30,SMG
9,1,0.5,1,90mm,,0.57,,,86574,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,D-45,1.9,2.5,,,225,1,7.5,1,1,1,0.2,15,104,Main Gun
,0.5,0.4,2,5.45mm,,0.57,,,86077,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,RPK-74,2.25,2.5,,,50,5,2,45,0.8,1,0.2,5,40,SAW
,3,0.65,1.4,105mm,,0.29,,,81892,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,OTO Melara 105/52,2.05,39.5,,,131.5,1,7.5,1,1,1,0.6,20,121,Main Gun
,1,0.15,1,20mm,,0.57,,,90081,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,GAI-CO1,1.4,7.5,,,25,2,1,15,0.6,1,0.05,15,40,Autocannon
14,1,0.5,,83mm HEAT,,0.86,,,83697,,,HEAT,,,,,,,,525,,,525,,,,,,,,,769.23,M-57A2,2.45,2.5,,,181.5,1,6,1,1,1,0.05,20,290,LAW
21,1,0.65,1,120mm,,0.29,,,83037,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,L11A5,2.2,2.5,,,300,1,7.5,1,1,1,0.5,25,138,Main Gun
,1,0.3,0.6,9mm PB,,0.57,,,83935,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,MAB 38/49,1.9,3.5,,,10,6,3,60,1.5,1,0.3,6,30,SMG
,3,0.65,1.4,120mm,,0.29,,,84791,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,L44,2.2,45,,,150,1,6.6,1,1,1,0.6,25,138,Main Gun
,1,0.6,0.2,5.45mm,,0.57,,,87702,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,LADA AKSU,1.545,2.5,,,10,8,3,80,1.3,1,0.4,8,40,Assault Rifles
,1,0.3,,20mm,,0.11,,,89655,,,,,,,,,,,1400,2100,1400,1400,,,,,,,,,3461.54,F2,4.8,7.5,,,65,10,6,100,1,1,0.1,50,,Naval Auto-cannon
,,0.1,,340kg,,0.57,,,92880,,,,,true,,,,,,3500,,,3500,,,,,,,,,576.92,M/58 Balk,6,143.5,300,,236,3,5,3,0.2,1,0.1,2425,150,Napalm Bomb
,1,0.8,0.2,7.62mm,,0.57,,,82764,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Type 64 SMG,1,3,,,10,8,2,80,1,1,0.8,8,40,SMG
20,1,0.5,1,125mm,,0.29,,,88154,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46M,2.25,2.5,,,312.5,28,7.5,28,7.5,1,0.4,700,144,Main Gun
,1,0.45,0.6,7.62mm,,0.57,,,87562,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,Vz. 58,1.762,3,,,10,6,4.5,60,2.2,1,0.23,6,40,Assault Rifles
,1,0.6,0.2,4.73mm,,0.57,,,86877,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,H&K G11,1.473,2.5,,,10,8,2,80,1,1,0.4,8,40,Assault Rifles
,,,4,120mm,,0.06,175,175,87600,,,,,,,,true,,,7700,,,7700,,770,,,770,,,,826.92,PRAM vz.85,1.8,60,,150,180,6,4,6,4,1,,120,,Mortar
,1,0.6,0.6,7.62mm,,0.57,,,86011,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,Vektor R1,1.762,3,,,10,6,6,60,3,1,0.15,6,50,Battle Rifle
6,1,0.25,,450kg,,0.57,,,91396,true,,HEAT,,,,,,,,3500,,,3500,,,,,,,,,576.92,BL-755,6,225,,,250,4,5,4,0.2,2,0.25,2500,300,AT Cluster Bomb
,4,0.55,1,SACLOS,,0.57,,,87268,,,,true,,,,,,,,2800,2240,,,,,,,1500,10,7000,1500,Twin RBS 90,2,140,,,280,2,8,2,0.2,1,0.55,115,160,SAM
17,1,0.65,1,105mm,,0.29,,,85730,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,XM-35,2.05,2.5,,,262.5,30,4.5,30,4.5,1,0.6,600,121,Main Gun
,,,17,175mm,,0.06,280,280,87185,,,,,,,,true,,,49700,,,49700,,3500,,,3500,,,,1057.69,M113A1,2.17,175,,250,350,2,15,2,15,1,,127,,Howitzer
16,1,0.4,,66mm HEAT,,0.86,,,81608,,,HEAT,,,,,,,,525,,,525,,,,,,,,,769.23,M72A4 LAW,2.32,2.5,,,165,1,3,1,1,1,0.05,15,264,LAW
11,1,0.3,1,100mm,,0.57,,,88511,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,D-10T,2,2.5,,,250,1,7.5,1,1,1,0.1,20,115,Main Gun
20,4,0.8,0.2,Radar,,0.29,,,92734,,true,HEAT,true,,,,,,,,,,5600,,,,,700,500,10,3000,500,YJ-82K,2,200,,,400,2,1,2,0.4,1,0.8,3400,,SSM
23,1,0.65,1,120mm,,0.29,,,87852,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,L44,2.2,2.5,,,300,1,6.6,1,1,1,0.6,25,138,Main Gun
,1,0.6,0.6,7.62mm,,0.57,,,86657,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,H&K G3A2,1.762,3,,,10,6,6,60,3,1,0.15,6,50,Battle Rifle
,1,0.25,1,30mm,,0.11,,,83399,,,,,,,,,,,1050,2625,1750,1050,,,,,,,,,3461.54,KCB,5.2,11.5,,,72.5,38,15,350,0.4,1,0.05,350,120,Twin Autocannon
,5,0.65,0.2,Infrared,,0.57,,,93533,,true,,true,,,,,,,,2100,4200,,,,350,700,,2000,10,15000,2000,MICA IR,2,175,,,350,1,2,1,2,1,0.65,600,200,AAM
,2,0.25,3,70mm,,0.57,,,82126,,,,,,,,,,,2450,,,1400,,245,,,175,,,,2307.69,FFAR,1.466667,26.5,,,87.5,8,6,8,0.2,2,,64,161,Rocket Pod
,1,0.05,1.4,7.5mm,,0.57,,,83797,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Mauser m/96,1.75,3,,,10,3,12,30,8,1,0.05,3,50,Battle Rifle
20,10,0.75,0.2,Radar,,0.29,,,87147,,true,HEAT,true,,,,,,,,,,6300,,,,,630,400,10,2000,400,P-270 Moskit,2,200,,,400,1,20,1,1,1,0.85,750,,SSM
20,3,0.6,0.2,Radar,,0.29,,,94046,,true,HEAT,true,,,,,,,,,,4550,,,,,700,300,10,1500,300,Penguin,2,200,,,400,2,1,2,0.4,1,0.6,2000,,SSM
14,1,0.5,,100mm HEAT,,0.86,,,82549,,,HEAT,,,,,,,,525,,,525,,,,,,,,,769.23,RL-100 Blindicide,3,2.5,,,250,1,6,1,1,1,0.05,20,400,LAW
2,1,0.5,1,23mm,,0.57,,,90823,,,KE,,,,,,,,1575,,,1575,,,,,,,,,3461.54,Gsh-23L,1.46,8.5,,,29,10,0.6,100,0.2,1,0.25,60,46,Twin Autocannon
,0.5,0.15,1,7.62mm,,0.57,,,82975,,,,,,,,,,,875,525,,875,,,,,,,,,3461.54,M1919,1.762,3,,,10,10,2,100,0.8,1,0.05,20,55,MMG
,3,0.45,1.4,105mm,,0.29,,,86393,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,L7A3,2.05,39.5,,,131.5,1,7.5,1,1,1,0.2,20,121,Main Gun
9,1,0.15,1,122mm HEAT,,0.29,,,88378,,,HEAT,,,,,,,,2275,,,2275,,,,,,,,,3461.54,D-30,2.22,2.5,,,305,1,10,1,1,1,0.05,20,141,Main Gun
8,1,,10,300mm,1,0.06,700,175,81934,true,,HEAT,,,,,,,,52500,,,52500,,8400,,,8400,,,,1057.69,9M55K,3,250,,,250,12,180,12,2,1,,1800,680,MLRS
,1,0.6,0.6,5.56mm,,0.57,,,83312,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,FAMAS,1.556,2.5,,,10,6,4.5,60,2.2,1,0.6,6,40,Assault Rifles
,1,0.6,0.6,40mm Frag,,0.86,,,88893,,,,,,,,,,,455,,,455,,52,,,,,,,769.23,Hawk MM1,1.3,25,,,90,6,6,12,0.8,1,0.1,40,90,Grenade Launcher
22,1,0.55,,SACLOS,,1.72,,,90682,,,HEAT,true,,,,,,,2800,,,2800,,175,,,175,600,1.5,1200,600,Kokon-M,2,5,,,400,1,1,1,1,1,0.4,161,150,ATGM
9,1,0.45,1,105mm,,0.29,,,85472,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,M68,2.05,2.5,,,262.5,1,7.5,1,1,1,0.05,20,121,Main Gun
,,0.1,,500kg,,0.57,,,93993,,,,,true,,,,,,3500,,,3500,,,,,,,,,576.92,ZB500,6,187.5,300,,300,4,5,4,0.2,1,0.1,2800,150,Napalm Bomb
,,,4,107mm,,0.06,175,175,84253,,,,,,,,true,,,6300,,,6300,,630,,,630,,,,826.92,M30,1.71,53.5,,125,160.5,8,4,8,3,1,,128,,Mortar
,1,0.4,1,7.62mm,,0.57,,,83711,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,FAL,1.762,3,,,10,4,8,40,4,1,0.1,4,50,Battle Rifle
,20,0.25,,1000kg,,0.57,,,92697,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,FAB 1000,6,325,,,500,1,5,1,0.2,1,0.25,1500,600,HE Bomb
,1,0.4,1.4,7.62mm,,0.57,,,89309,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,vz.52,1.762,3,,,10,3,12,30,8,1,0.05,3,50,Battle Rifle
,1,0.3,1,30mm,,0.57,,,82419,,,,,,,,,,,1750,1575,,1750,,,,,,,,,3461.54,M-86,1.6,11.5,,,37.5,2,1.2,15,0.8,1,0.2,15,60,Autocannon
,1,0.6,0.6,5.56mm,,0.57,,,83911,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,AR 70,1.556,2.5,,,10,6,4.5,60,2.2,1,0.6,6,40,Assault Rifles
,1,0.3,0.6,9mm PB,,0.57,,,84401,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,Suomi KP,1.9,3.5,,,11.5,8,2,60,1,1,0.3,6,30,SMG
27,1,0.6,2,SALH,,0.63,,,86723,,,HEAT,true,,,,,,,2975,,,2975,,175,,,175,1000,10,1400,1000,Spike NLOS,2,5,,,400,12,30,12,1,1,0.5,2754,150,ATGM
15,1,0.5,1,120mm,,0.29,,,84376,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,L44,2.2,2.5,,,300,48,6,48,6,1,0.45,1200,138,Main Gun
17,1,0.65,1,105mm,,0.29,,,84839,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,L7A3,2.05,2.5,,,262.5,1,6,1,1,1,0.5,20,121,Main Gun
,3,0.3,0.2,68mm,,0.57,,,91593,,,,,,,,,,,2450,,,2450,,700,,,700,,,,2307.69,SNEB,1.453333,25.5,,,85,36,1,36,0.2,18,0.3,700,157,Rocket Pod
,2,0.4,1,90mm,,0.86,,,84134,,,,,,,,,,,1400,,,1400,,,,,,,,,2692.31,M67 RR,1.9,34,,,112.5,1,8,1,1,1,0.05,20,50,LAW
,4,0.3,0.2,122mm,,0.57,,,90566,,,,,,,,,,,2275,,,2275,,700,,,700,,,,2307.69,S-13,1.813333,46,,,152.5,10,5,10,0.6,2,0.2,280,281,Rocket Pod
14,1,0.45,2,SACLOS,,1.2,,,88720,,,HEAT,true,,,,,,,2450,,,2450,,175,,,175,500,2.3,700,500,Susong Po,2,5,,,400,4,20,4,1,1,0.1,294,150,ATGM
,3,0.3,1.4,90mm,,0.57,,,86783,,,,,,,,,,,1575,,,1575,,,,,,,,,2692.31,Pvpj 1110 m/77,1.9,34,,,112.5,1,8,1,1,1,0.05,20,104,Recoilless Rifle
,5,0.6,,Radar,,0.57,,,89778,,true,,true,,true,,,,2800,,2800,2800,,,,,,,2000,10,15000,2000,HQ-7,2,175,,,350,8,12,8,1,1,0.6,320,200,Naval SAM
10,1,0.3,,82mm HEAT,,0.86,,,83720,,,HEAT,,,,,,,,525,,,525,,,,,,,,,769.23,RPG-2,2.64,2.5,,,205,1,6,1,1,1,0.05,20,328,LAW
,3,0.4,1.4,100mm,,0.57,,,82872,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,D-10T,2,37.5,,,125,1,7.5,1,1,1,0.15,20,115,Main Gun
,2,0.2,0.4,57mm,,0.57,,,91506,,,,,,,,,,,,1575,2100,,,,,,,,,,2307.69,ARS-57,1.38,21.5,,,71.5,8,4,8,0.2,1,0.2,200,132,Rocket Pod
11,1,0.65,1,100mm,,0.57,,,82026,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,2A48-1,2,2.5,,,250,22,6,22,6,1,0.35,440,115,Main Gun
,1,0.6,0.6,7.62mm,,0.57,,,82528,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,H&K G3A2,1.762,3,,,10,6,6,60,3,1,0.15,6,50,Battle Rifle
19,1,0.65,1,120mm,,0.29,,,86293,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,OTO Breda 120mm L/44,2.2,2.5,,,300,1,6.6,1,1,1,0.55,25,138,Main Gun
,1,0.8,0.2,5.56mm,,0.57,,,88821,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,L85,1.556,2.5,,,10,8,3,80,1.5,1,0.8,8,40,Assault Rifles
,1,0.3,0.4,20mm,,1.15,,,91609,,,,,,,,,,,2100,1575,2100,2100,,,,,,,,,5769.23,Twin M39A2,1.4,7.5,,,25,10,1,70,0.2,1,0.3,35,40,Autocannon
,1,0.3,0.6,9mm PB,,0.57,,,83457,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,Kpist m/45B,1.9,3.5,,,10,6,3,60,1.5,1,0.3,6,30,SMG
,7,0.5,0.2,Radar,,0.57,,,81380,,,,true,,true,,,,,,2450,3150,,,,490,,,1500,10,7500,1500,9M33M2,2,245,,,490,6,25,6,1,1,0.5,672,280,SAM
14,1,0.5,1,125mm,,0.29,,,84516,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,2A46,2.25,2.5,,,312.5,28,8.5,28,8.5,1,0.35,700,144,Main Gun
,1,0.5,1,35mm,,0.57,,,88744,,,,,,,,,,,1925,1575,,1925,,,,,,,,,3461.54,KDE 35,1.7,13,,,44,2,1.8,15,1.4,1,0.3,15,70,Autocannon
,3,0.45,1.4,105mm,,0.29,,,85467,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,M68,2.05,39.5,,,131.5,1,7.5,1,1,1,0.05,20,121,Main Gun
30,1,0.7,,Antiradar,,0.57,,,92714,,true,HEAT,true,,,true,,,,5250,,,5250,,875,,,875,2000,10,15000,2000,Yingji-91,2,5,,,10,1,1.8,1,0.4,1,0.7,3500,150,Anti-Radar
18,1,0.5,,89mm HEAT,,0.86,,,86645,,,HEAT,,,,,,,,525,,,525,,,,,,,,,769.23,Raikka,2.78,2.5,,,222.5,1,6,1,1,1,0.05,20,356,LAW
,1,0.6,0.6,5.56mm,,0.57,,,86682,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Vektor R4,1.556,2.5,,,10,6,4.5,60,2.2,1,0.6,6,40,Assault Rifles
16,1,0.65,1,105mm,,0.29,,,88605,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,L7A3,2.05,2.5,,,262.5,4,12,4,4,1,0.55,80,121,Main Gun
,1,0.3,0.4,30mm,,1.15,,,92514,,,,,,,,,,,,,2800,,,,,,,,,,5769.23,Type 23-II,1.6,1,,,23,10,2,50,0.2,1,0.3,50,60,Autocannon
,4,0.4,0.2,Infrared,,0.57,,,92797,,true,,true,,,,,,,,2100,3500,,,,420,700,,2000,10,9000,2000,R-13M,2,140,,,280,1,2,1,2,1,0.4,400,160,AAM
,3,0.5,1.4,105mm,,0.29,,,87643,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,M68,2.05,39.5,,,131.5,1,7.5,1,1,1,0.15,20,121,Main Gun
,1,0.3,1,30mm,,0.57,,,82429,,,,,,,,,,,1750,1575,,1750,,,,,,,,,3461.54,M-89,1.6,11.5,,,37.5,2,1,15,0.6,1,0.2,15,60,Autocannon
,1,0.6,0.2,5.56mm,,0.57,,,83317,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,SG-543,1.556,2.5,,,10,8,3,80,1.3,1,0.4,8,40,Assault Rifles
,5,,8,120mm,,0.06,122,122,81326,,,,,,,,,,,7700,,,7700,,770,,,770,,,,826.92,2A51 Nona,1.8,60,,,180,3,12,3,4,1,,120,265,Mortar
25,1,0.7,2,SACLOS,,0.97,,,81742,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,750,1.9,900,750,TOW 2,2,5,,,400,2,10,2,1,1,0.5,438,150,ATGM
,0.75,0.3,2,Napalm,,0.57,,,83166,,,,,true,,,,,,350,,,350,,,,,,,,,423.08,LPO-50,4,25,50,,250,8,2,8,1,1,0.1,100,45,Flamethrower
6,1,0.2,,500kg,,0.57,,,93079,true,,HEAT,,,,,,,,3500,,,3500,,,,,,,,,576.92,RBK-500,6,225,,,250,6,5,6,0.2,2,0.2,3000,300,AT Cluster Bomb
,1,0.2,1,9mm PB,,0.57,,,82463,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,Uzi,1.9,3.5,,,10,4,4,40,2,1,0.2,4,30,SMG
,3,0.5,1.4,105mm,,0.29,,,88649,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,T83,2.05,39.5,,,131.5,1,7.5,1,1,1,0.25,20,121,Main Gun
,,,5,155mm,,0.06,210,210,82581,,,,,,,,true,,,33950,,,33950,,3395,,,3395,,,,1057.69,155mm/52,2.03,155,,175,310,6,15,6,6,1,,505,,Howitzer
10,1,0.3,,82mm HEAT,,0.86,,,82749,,,HEAT,,,,,,,,525,,,525,,,,,,,,,769.23,Type 56,2.64,2.5,,,205,1,6,1,1,1,0.05,20,328,LAW
4,1,0.3,0.4,30mm,,1.15,,,92582,,,HEAT,,,,,,,,2800,,,2800,,,,,,,,,5769.23,GSh-2-30,1.6,1,,,23,10,2,50,0.2,1,0.3,50,60,Autocannon
,1,0.4,1,7.62mm,,0.57,,,83142,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,Gv M75,1.762,3,,,10,4,8,40,4,1,0.1,4,50,Battle Rifle
11,1,0.45,1,88mm,,0.29,,,88544,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,T62-85TC,1.85,2.5,,,212.5,1,7.5,1,1,1,0.05,15,98,Main Gun
10,1,0.6,1,76mm,,0.29,,,85420,,,KE,,,,,,,,1750,,,1750,,,,,,,,,3461.54,M32,1.76,2.5,,,190,1,7.5,1,1,1,0.1,15,88,Main Gun
,1,0.6,0.2,5.45mm,,0.57,,,83450,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,MPi-AK-74N,1.545,2.5,,,10,8,3,80,1.5,1,0.3,8,40,Assault Rifles
,1,0.4,0.2,7.62mm,,0.57,,,86920,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,L1A1 SLR,1.762,3,,,10,8,4,80,2,1,0.2,8,50,Battle Rifle
20,4,0.45,4,Radar,,0.29,,,89793,,true,HEAT,true,,true,,,,,,,,6125,,,,,700,300,10,1500,300,MM-40 Exocet,2,200,,,400,4,20,4,3,1,0.45,1000,,SSM
